figure,factor,curve_name,x_value,y_value,point_type,page_x_pdf_points,page_y_pdf_points,source_page,notes
Figure 12,GLr,H_ft=14,41.978495,0.204548,endpoint/control;uniform_sample,480.006989,328.247009,PDF page 26 / API page 20,point_type=endpoint/control;uniform_sample
Figure 12,GLr,H_ft=6,2.067807,2.274045,endpoint/control;uniform_sample,193.496002,153.23999,PDF page 26 / API page 20,point_type=endpoint/control;uniform_sample
Figure 12,GLr,H_ft=6,3.398164,1.689729,uniform_sample,203.098816,203.579525,PDF page 26 / API page 20,point_type=uniform_sample
Figure 12,GLr,H_ft=6,4.0,1.536325,spreadsheet_x,207.42,216.686371,PDF page 26 / API page 20,point_type=spreadsheet_x
Figure 12,GLr,H_ft=6,4.72852,1.403925,uniform_sample,212.512355,228.133182,PDF page 26 / API page 20,point_type=uniform_sample
Figure 12,GLr,H_ft=6,5.441632,1.316295,endpoint/control,217.497009,235.742981,PDF page 26 / API page 20,point_type=endpoint/control
Figure 12,GLr,H_ft=6,6.0,1.26056,spreadsheet_x,221.4,240.582998,PDF page 26 / API page 20,point_type=spreadsheet_x
Figure 12,GLr,H_ft=6,6.058876,1.255423,uniform_sample,221.811545,241.029091,PDF page 26 / API page 20,point_type=uniform_sample
Figure 12,GLr,H_ft=6,7.389232,1.159254,uniform_sample,231.117681,249.071855,PDF page 26 / API page 20,point_type=uniform_sample
Figure 12,GLr,H_ft=6,8.0,1.12589,spreadsheet_x,235.39,251.855715,PDF page 26 / API page 20,point_type=spreadsheet_x
Figure 12,GLr,H_ft=6,8.719589,1.091744,uniform_sample,240.553049,254.704871,PDF page 26 / API page 20,point_type=uniform_sample
Figure 12,GLr,H_ft=6,10.0,1.043968,spreadsheet_x,249.74,258.691339,PDF page 26 / API page 20,point_type=spreadsheet_x
Figure 12,GLr,H_ft=6,10.049945,1.042394,uniform_sample,250.098355,258.822639,PDF page 26 / API page 20,point_type=uniform_sample
Figure 12,GLr,H_ft=6,11.380301,1.007818,uniform_sample,259.8231,261.707676,PDF page 26 / API page 20,point_type=uniform_sample
Figure 12,GLr,H_ft=6,11.40438,1.007383,endpoint/control,259.998993,261.743988,PDF page 26 / API page 20,point_type=endpoint/control
Figure 12,GLr,H_ft=6,12.0,0.993222,spreadsheet_x,264.35,262.925585,PDF page 26 / API page 20,point_type=spreadsheet_x
Figure 12,GLr,H_ft=6,12.710657,0.977689,uniform_sample,269.363688,264.270754,PDF page 26 / API page 20,point_type=uniform_sample
Figure 12,GLr,H_ft=6,12.75,0.976824,annex_control_x,269.64125,264.344818,PDF page 26 / API page 20,point_type=annex_control_x
Figure 12,GLr,H_ft=6,14.041014,0.948764,uniform_sample,278.7556,266.747832,PDF page 26 / API page 20,point_type=uniform_sample
Figure 12,GLr,H_ft=6,15.37137,0.919955,uniform_sample,288.299579,269.215012,PDF page 26 / API page 20,point_type=uniform_sample
Figure 12,GLr,H_ft=6,16.701726,0.892021,uniform_sample,297.718574,271.60735,PDF page 26 / API page 20,point_type=uniform_sample
Figure 12,GLr,H_ft=6,18.032082,0.864832,uniform_sample,307.030977,273.935786,PDF page 26 / API page 20,point_type=uniform_sample
Figure 12,GLr,H_ft=6,19.362439,0.837357,uniform_sample,316.575497,276.288717,PDF page 26 / API page 20,point_type=uniform_sample
Figure 12,GLr,H_ft=6,20.692795,0.810226,uniform_sample,326.124267,278.612227,PDF page 26 / API page 20,point_type=uniform_sample
Figure 12,GLr,H_ft=6,22.023151,0.783409,uniform_sample,335.676224,280.908887,PDF page 26 / API page 20,point_type=uniform_sample
Figure 12,GLr,H_ft=6,23.353507,0.756661,uniform_sample,345.309392,283.199537,PDF page 26 / API page 20,point_type=uniform_sample
Figure 12,GLr,H_ft=6,24.683863,0.730312,uniform_sample,354.770206,285.426147,PDF page 26 / API page 20,point_type=uniform_sample
Figure 12,GLr,H_ft=6,26.0,0.704801,spreadsheet_x,363.974596,287.572107,PDF page 26 / API page 20,point_type=spreadsheet_x
Figure 12,GLr,H_ft=6,26.01422,0.704521,uniform_sample,364.076405,287.595722,PDF page 26 / API page 20,point_type=uniform_sample
Figure 12,GLr,H_ft=6,27.344576,0.678296,uniform_sample,373.624055,289.801745,PDF page 26 / API page 20,point_type=uniform_sample
Figure 12,GLr,H_ft=6,28.674932,0.652741,uniform_sample,383.00728,291.951442,PDF page 26 / API page 20,point_type=uniform_sample
Figure 12,GLr,H_ft=6,30.005288,0.627822,uniform_sample,392.230079,294.047597,PDF page 26 / API page 20,point_type=uniform_sample
Figure 12,GLr,H_ft=6,31.335645,0.602237,uniform_sample,401.77325,296.199793,PDF page 26 / API page 20,point_type=uniform_sample
Figure 12,GLr,H_ft=6,32.666001,0.576831,uniform_sample,411.321886,298.336969,PDF page 26 / API page 20,point_type=uniform_sample
Figure 12,GLr,H_ft=6,33.996357,0.551603,uniform_sample,420.873844,300.459169,PDF page 26 / API page 20,point_type=uniform_sample
Figure 12,GLr,H_ft=6,35.326713,0.525916,uniform_sample,430.671244,302.619965,PDF page 26 / API page 20,point_type=uniform_sample
Figure 12,GLr,H_ft=6,36.65707,0.500953,uniform_sample,440.262341,304.719853,PDF page 26 / API page 20,point_type=uniform_sample
Figure 12,GLr,H_ft=6,37.987426,0.474311,uniform_sample,449.641352,306.758528,PDF page 26 / API page 20,point_type=uniform_sample
Figure 12,GLr,H_ft=6,39.317782,0.447285,uniform_sample,459.191675,308.819,PDF page 26 / API page 20,point_type=uniform_sample
Figure 12,GLr,H_ft=6,40.648138,0.418907,uniform_sample,469.304273,310.982494,PDF page 26 / API page 20,point_type=uniform_sample
Figure 12,GLr,H_ft=6,41.978495,0.389219,endpoint/control;uniform_sample,480.006989,313.245972,PDF page 26 / API page 20,point_type=endpoint/control;uniform_sample
Figure 13,NL,H_ft=10,2.21099,1.033653,endpoint/control;uniform_sample,169.847015,604.054993,PDF page 26 / API page 20,point_type=endpoint/control;uniform_sample
Figure 13,NL,H_ft=10,3.537236,1.037604,uniform_sample,179.618195,603.415704,PDF page 26 / API page 20,point_type=uniform_sample
Figure 13,NL,H_ft=10,4.863482,1.041817,uniform_sample,190.036942,602.734048,PDF page 26 / API page 20,point_type=uniform_sample
Figure 13,NL,H_ft=10,6.189728,1.046133,uniform_sample,200.710383,602.035729,PDF page 26 / API page 20,point_type=uniform_sample
Figure 13,NL,H_ft=10,7.515974,1.050261,uniform_sample,210.920618,601.367715,PDF page 26 / API page 20,point_type=uniform_sample
Figure 13,NL,H_ft=10,8.842221,1.054152,uniform_sample,220.542729,600.73818,PDF page 26 / API page 20,point_type=uniform_sample
Figure 13,NL,H_ft=10,10.168467,1.058077,uniform_sample,230.249418,600.103111,PDF page 26 / API page 20,point_type=uniform_sample
Figure 13,NL,H_ft=10,11.494713,1.062056,uniform_sample,240.089066,599.459343,PDF page 26 / API page 20,point_type=uniform_sample
Figure 13,NL,H_ft=10,12.820959,1.066126,uniform_sample,250.154628,598.800794,PDF page 26 / API page 20,point_type=uniform_sample
Figure 13,NL,H_ft=10,14.147205,1.070099,uniform_sample,259.979742,598.157977,PDF page 26 / API page 20,point_type=uniform_sample
Figure 13,NL,H_ft=10,14.238,1.070368,spreadsheet_x,260.646118,598.114379,PDF page 26 / API page 20,point_type=spreadsheet_x
Figure 13,NL,H_ft=10,15.473451,1.074041,uniform_sample,269.729034,597.520121,PDF page 26 / API page 20,point_type=uniform_sample
Figure 13,NL,H_ft=10,16.799697,1.077998,uniform_sample,279.514144,596.879921,PDF page 26 / API page 20,point_type=uniform_sample
Figure 13,NL,H_ft=10,18.125943,1.082077,uniform_sample,289.601578,596.219942,PDF page 26 / API page 20,point_type=uniform_sample
Figure 13,NL,H_ft=10,19.452189,1.086124,uniform_sample,299.609191,595.565184,PDF page 26 / API page 20,point_type=uniform_sample
Figure 13,NL,H_ft=10,20.778436,1.090091,uniform_sample,309.469662,594.920054,PDF page 26 / API page 20,point_type=uniform_sample
Figure 13,NL,H_ft=10,22.104682,1.0938,uniform_sample,319.054851,594.292934,PDF page 26 / API page 20,point_type=uniform_sample
Figure 13,NL,H_ft=10,23.430928,1.09787,uniform_sample,328.912738,593.647973,PDF page 26 / API page 20,point_type=uniform_sample
Figure 13,NL,H_ft=10,24.372495,1.100883,endpoint/control,336.003998,593.184021,PDF page 26 / API page 20,point_type=endpoint/control
Figure 13,NL,H_ft=10,24.507,1.103638,spreadsheet_x,337.030945,592.759701,PDF page 26 / API page 20,point_type=spreadsheet_x
Figure 13,NL,H_ft=10,24.757174,1.108763,uniform_sample,338.941023,591.970483,PDF page 26 / API page 20,point_type=uniform_sample
Figure 13,NL,H_ft=10,26.08342,1.135639,uniform_sample,348.95807,587.83158,PDF page 26 / API page 20,point_type=uniform_sample
Figure 13,NL,H_ft=10,27.409666,1.16113,uniform_sample,358.45879,583.906017,PDF page 26 / API page 20,point_type=uniform_sample
Figure 13,NL,H_ft=10,28.735912,1.187818,uniform_sample,368.320238,579.831405,PDF page 26 / API page 20,point_type=uniform_sample
Figure 13,NL,H_ft=10,30.062158,1.214166,uniform_sample,378.40458,575.664697,PDF page 26 / API page 20,point_type=uniform_sample
Figure 13,NL,H_ft=10,31.388405,1.240447,uniform_sample,388.530469,571.480822,PDF page 26 / API page 20,point_type=uniform_sample
Figure 13,NL,H_ft=10,32.714651,1.265713,uniform_sample,398.265302,567.458526,PDF page 26 / API page 20,point_type=uniform_sample
Figure 13,NL,H_ft=10,34.040897,1.290622,uniform_sample,407.872748,563.488864,PDF page 26 / API page 20,point_type=uniform_sample
Figure 13,NL,H_ft=10,35.367143,1.316074,uniform_sample,417.71597,559.421784,PDF page 26 / API page 20,point_type=uniform_sample
Figure 13,NL,H_ft=10,36.693389,1.341906,uniform_sample,427.744026,555.278332,PDF page 26 / API page 20,point_type=uniform_sample
Figure 13,NL,H_ft=10,38.019635,1.367961,uniform_sample,437.85863,551.09912,PDF page 26 / API page 20,point_type=uniform_sample
Figure 13,NL,H_ft=10,39.345881,1.392295,uniform_sample,447.295781,547.199822,PDF page 26 / API page 20,point_type=uniform_sample
Figure 13,NL,H_ft=10,40.672127,1.421507,uniform_sample,458.718404,542.480155,PDF page 26 / API page 20,point_type=uniform_sample
Figure 13,NL,H_ft=10,41.998374,1.454413,endpoint/control;uniform_sample,471.604004,537.156006,PDF page 26 / API page 20,point_type=endpoint/control;uniform_sample
Figure 13,NL,H_ft=14,2.218398,1.13113,endpoint/control;uniform_sample,170.36499,588.526001,PDF page 26 / API page 20,point_type=endpoint/control;uniform_sample
Figure 13,NL,H_ft=14,3.544397,1.15162,uniform_sample,179.885752,585.370565,PDF page 26 / API page 20,point_type=uniform_sample
Figure 13,NL,H_ft=14,4.870396,1.173696,uniform_sample,190.143727,581.970797,PDF page 26 / API page 20,point_type=uniform_sample
Figure 13,NL,H_ft=14,6.196395,1.196994,uniform_sample,200.922244,578.398507,PDF page 26 / API page 20,point_type=uniform_sample
Figure 13,NL,H_ft=14,7.522394,1.217919,uniform_sample,210.973481,575.067258,PDF page 26 / API page 20,point_type=uniform_sample
Figure 13,NL,H_ft=14,8.848394,1.238135,uniform_sample,220.683929,571.848955,PDF page 26 / API page 20,point_type=uniform_sample
Figure 13,NL,H_ft=14,10.174393,1.257928,uniform_sample,230.19161,568.697854,PDF page 26 / API page 20,point_type=uniform_sample
Figure 13,NL,H_ft=14,11.500392,1.278615,uniform_sample,240.128602,565.404469,PDF page 26 / API page 20,point_type=uniform_sample
Figure 13,NL,H_ft=14,12.826391,1.299513,uniform_sample,250.179496,562.073332,PDF page 26 / API page 20,point_type=uniform_sample
Figure 13,NL,H_ft=14,14.15239,1.320216,uniform_sample,260.184676,558.757348,PDF page 26 / API page 20,point_type=uniform_sample
Figure 13,NL,H_ft=14,14.238,1.321543,spreadsheet_x,260.827055,558.544446,PDF page 26 / API page 20,point_type=spreadsheet_x
Figure 13,NL,H_ft=14,14.254252,1.321795,endpoint/control,260.949005,558.504028,PDF page 26 / API page 20,point_type=endpoint/control
Figure 13,NL,H_ft=14,15.47839,1.320348,uniform_sample,269.658741,558.736235,PDF page 26 / API page 20,point_type=uniform_sample
Figure 13,NL,H_ft=14,16.804389,1.318711,uniform_sample,279.506501,558.998782,PDF page 26 / API page 20,point_type=uniform_sample
Figure 13,NL,H_ft=14,18.130388,1.317027,uniform_sample,289.635512,559.268827,PDF page 26 / API page 20,point_type=uniform_sample
Figure 13,NL,H_ft=14,19.456387,1.315345,uniform_sample,299.759516,559.538739,PDF page 26 / API page 20,point_type=uniform_sample
Figure 13,NL,H_ft=14,20.782386,1.313729,uniform_sample,309.480591,559.797908,PDF page 26 / API page 20,point_type=uniform_sample
Figure 13,NL,H_ft=14,22.108386,1.31216,uniform_sample,318.921705,560.049614,PDF page 26 / API page 20,point_type=uniform_sample
Figure 13,NL,H_ft=14,23.434385,1.310498,uniform_sample,328.915057,560.316042,PDF page 26 / API page 20,point_type=uniform_sample
Figure 13,NL,H_ft=14,24.507,1.309149,spreadsheet_x,337.035272,560.532532,PDF page 26 / API page 20,point_type=spreadsheet_x
Figure 13,NL,H_ft=14,24.711462,1.30889,endpoint/control,338.59201,560.574036,PDF page 26 / API page 20,point_type=endpoint/control
Figure 13,NL,H_ft=14,24.760384,1.309419,uniform_sample,338.965531,560.489178,PDF page 26 / API page 20,point_type=uniform_sample
Figure 13,NL,H_ft=14,26.086383,1.323758,uniform_sample,349.089535,558.18918,PDF page 26 / API page 20,point_type=uniform_sample
Figure 13,NL,H_ft=14,27.412382,1.337082,uniform_sample,358.49644,556.052095,PDF page 26 / API page 20,point_type=uniform_sample
Figure 13,NL,H_ft=14,28.738382,1.351026,uniform_sample,368.341419,553.815486,PDF page 26 / API page 20,point_type=uniform_sample
Figure 13,NL,H_ft=14,30.064381,1.365303,uniform_sample,378.421547,551.525456,PDF page 26 / API page 20,point_type=uniform_sample
Figure 13,NL,H_ft=14,31.39038,1.379642,uniform_sample,388.545551,549.225458,PDF page 26 / API page 20,point_type=uniform_sample
Figure 13,NL,H_ft=14,32.716379,1.393495,uniform_sample,398.334111,547.001667,PDF page 26 / API page 20,point_type=uniform_sample
Figure 13,NL,H_ft=14,34.042378,1.406928,uniform_sample,407.85321,544.839093,PDF page 26 / API page 20,point_type=uniform_sample
Figure 13,NL,H_ft=14,35.368378,1.420783,uniform_sample,417.721058,542.597289,PDF page 26 / API page 20,point_type=uniform_sample
Figure 13,NL,H_ft=14,36.694377,1.434867,uniform_sample,427.751566,540.318531,PDF page 26 / API page 20,point_type=uniform_sample
Figure 13,NL,H_ft=14,38.020376,1.449082,uniform_sample,437.87557,538.018533,PDF page 26 / API page 20,point_type=uniform_sample
Figure 13,NL,H_ft=14,39.346375,1.462326,uniform_sample,447.307708,535.875715,PDF page 26 / API page 20,point_type=uniform_sample
Figure 13,NL,H_ft=14,40.672374,1.478348,uniform_sample,458.718974,533.283273,PDF page 26 / API page 20,point_type=uniform_sample
Figure 13,NL,H_ft=14,41.998374,1.496162,endpoint/control;uniform_sample,471.604004,530.356018,PDF page 26 / API page 20,point_type=endpoint/control;uniform_sample
Figure 13,NL,H_ft=6,2.29101,1.032052,endpoint/control;uniform_sample,170.881989,604.313965,PDF page 26 / API page 20,point_type=endpoint/control;uniform_sample
Figure 13,NL,H_ft=6,3.614643,1.030665,uniform_sample,180.306256,604.538342,PDF page 26 / API page 20,point_type=uniform_sample
Figure 13,NL,H_ft=6,4.938276,1.029153,uniform_sample,190.58399,604.783039,PDF page 26 / API page 20,point_type=uniform_sample
Figure 13,NL,H_ft=6,6.261909,1.027578,uniform_sample,201.287406,605.037871,PDF page 26 / API page 20,point_type=uniform_sample
Figure 13,NL,H_ft=6,7.585542,1.026082,uniform_sample,211.454465,605.279933,PDF page 26 / API page 20,point_type=uniform_sample
Figure 13,NL,H_ft=6,8.909175,1.024673,uniform_sample,221.031275,605.507943,PDF page 26 / API page 20,point_type=uniform_sample
Figure 13,NL,H_ft=6,10.232808,1.023247,uniform_sample,230.724093,605.738714,PDF page 26 / API page 20,point_type=uniform_sample
Figure 13,NL,H_ft=6,11.556441,1.021799,uniform_sample,240.559697,605.972884,PDF page 26 / API page 20,point_type=uniform_sample
Figure 13,NL,H_ft=6,12.75,1.020467,annex_control_x,249.614235,606.188459,PDF page 26 / API page 20,point_type=annex_control_x
Figure 13,NL,H_ft=6,12.880074,1.020322,uniform_sample,250.600995,606.211952,PDF page 26 / API page 20,point_type=uniform_sample
Figure 13,NL,H_ft=6,14.203707,1.01888,uniform_sample,260.400574,606.445265,PDF page 26 / API page 20,point_type=uniform_sample
Figure 13,NL,H_ft=6,14.238,1.018843,spreadsheet_x,260.653091,606.451277,PDF page 26 / API page 20,point_type=spreadsheet_x
Figure 13,NL,H_ft=6,15.52734,1.017447,uniform_sample,270.135968,606.67705,PDF page 26 / API page 20,point_type=uniform_sample
Figure 13,NL,H_ft=6,16.850973,1.016015,uniform_sample,279.867177,606.908735,PDF page 26 / API page 20,point_type=uniform_sample
Figure 13,NL,H_ft=6,18.174606,1.014528,uniform_sample,289.973115,607.149342,PDF page 26 / API page 20,point_type=uniform_sample
Figure 13,NL,H_ft=6,19.498239,1.013056,uniform_sample,299.975861,607.387492,PDF page 26 / API page 20,point_type=uniform_sample
Figure 13,NL,H_ft=6,20.821872,1.011613,uniform_sample,309.786837,607.621076,PDF page 26 / API page 20,point_type=uniform_sample
Figure 13,NL,H_ft=6,22.145505,1.010214,uniform_sample,319.289905,607.84733,PDF page 26 / API page 20,point_type=uniform_sample
Figure 13,NL,H_ft=6,23.469138,1.00876,uniform_sample,329.175879,608.0827,PDF page 26 / API page 20,point_type=uniform_sample
Figure 13,NL,H_ft=6,24.103134,1.008059,endpoint/control,333.934021,608.195984,PDF page 26 / API page 20,point_type=endpoint/control
Figure 13,NL,H_ft=6,24.507,1.0143,spreadsheet_x,337.021145,607.186284,PDF page 26 / API page 20,point_type=spreadsheet_x
Figure 13,NL,H_ft=6,24.792771,1.018715,uniform_sample,339.205558,606.471832,PDF page 26 / API page 20,point_type=uniform_sample
Figure 13,NL,H_ft=6,26.116404,1.038755,uniform_sample,349.118959,603.229475,PDF page 26 / API page 20,point_type=uniform_sample
Figure 13,NL,H_ft=6,27.440037,1.0582,uniform_sample,358.738639,600.083185,PDF page 26 / API page 20,point_type=uniform_sample
Figure 13,NL,H_ft=6,28.76367,1.077914,uniform_sample,368.490619,596.893623,PDF page 26 / API page 20,point_type=uniform_sample
Figure 13,NL,H_ft=6,30.087303,1.09838,uniform_sample,378.596558,593.588293,PDF page 26 / API page 20,point_type=uniform_sample
Figure 13,NL,H_ft=6,31.410936,1.119721,uniform_sample,388.702496,590.282963,PDF page 26 / API page 20,point_type=uniform_sample
Figure 13,NL,H_ft=6,32.734569,1.140277,uniform_sample,398.381117,587.117394,PDF page 26 / API page 20,point_type=uniform_sample
Figure 13,NL,H_ft=6,34.058202,1.160735,uniform_sample,408.013863,583.96683,PDF page 26 / API page 20,point_type=uniform_sample
Figure 13,NL,H_ft=6,35.381835,1.181595,uniform_sample,417.828055,580.756921,PDF page 26 / API page 20,point_type=uniform_sample
Figure 13,NL,H_ft=6,36.705468,1.202741,uniform_sample,427.836248,577.483561,PDF page 26 / API page 20,point_type=uniform_sample
Figure 13,NL,H_ft=6,38.029101,1.223404,uniform_sample,437.893734,574.194078,PDF page 26 / API page 20,point_type=uniform_sample
Figure 13,NL,H_ft=6,39.352734,1.242812,uniform_sample,447.340583,571.104315,PDF page 26 / API page 20,point_type=uniform_sample
Figure 13,NL,H_ft=6,40.676367,1.266261,uniform_sample,458.754148,567.371301,PDF page 26 / API page 20,point_type=uniform_sample
Figure 13,NL,H_ft=6,42.0,1.29275,endpoint/control;spreadsheet_x;uniform_sample,471.621002,563.162964,PDF page 26 / API page 20,point_type=endpoint/control;spreadsheet_x;uniform_sample
Figure 14,KHh,Er_ksi=10,0.01021,12.625261,endpoint/control;uniform_sample,215.621994,278.786011,PDF page 27 / API page 21,point_type=endpoint/control;uniform_sample
